Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in),Month,Day,Hour
2019-09-03 15:00:00,240.5,180,148,121,15,59.48,9,3,15
2019-09-03 16:00:00,238.7,178,145,117,12,59.48,9,3,16
2019-09-03 17:00:00,236.6,176,148,128,15,59.48,9,3,17
2019-09-03 18:00:00,232.4,174,146,128,18,59.51,9,3,18
2019-09-03 19:00:00,192,170,152,149,17,59.54,9,3,19
2019-09-03 20:00:00,193.6,168,154,158,20,59.6,9,3,20
2019-09-03 21:00:00,191.8,168,154,158,22,59.6,9,3,21
2019-09-03 22:00:00,193.2,168,150,148,20,59.66,9,3,22
2019-09-03 23:00:00,193.4,164,148,153,17,59.63,9,3,23
2019-09-04 00:00:00,178.5,164,145,144,19,59.6,9,4,0
2019-09-04 01:00:00,87.1,82,72,70,7,29.8,9,4,1
2019-09-04 02:00:00,173.6,163,145,148,11,59.6,9,4,2
2019-09-04 03:00:00,183.3,162,146,158,7,59.57,9,4,3
2019-09-04 04:00:00,181.2,162,146,158,7,59.54,9,4,4
2019-09-04 05:00:00,182.4,162,146,158,4,59.54,9,4,5
2019-09-04 06:00:00,186.7,162,148,163,5,59.57,9,4,6
2019-09-04 07:00:00,215.8,163,150,163,11,59.6,9,4,7
2019-09-04 08:00:00,228.2,168,150,148,18,59.66,9,4,8
2019-09-04 09:00:00,220.1,170,150,144,21,59.66,9,4,9
2019-09-04 10:00:00,196.5,174,150,136,17,59.66,9,4,10
2019-09-04 11:00:00,228.7,178,148,124,15,59.66,9,4,11
2019-09-04 12:00:00,232.9,180,150,124,16,59.6,9,4,12
2019-09-04 13:00:00,232.4,178,146,121,15,59.54,9,4,13
2019-09-04 14:00:00,236.3,180,146,118,11,59.54,9,4,14
2019-09-04 15:00:00,240,180,148,121,15,59.48,9,4,15
2019-09-04 16:00:00,239.1,178,145,117,12,59.48,9,4,16
2019-09-04 17:00:00,232.5,176,148,128,15,59.48,9,4,17
2019-09-04 18:00:00,201.4,174,146,128,18,59.51,9,4,18
2019-09-04 19:00:00,191.8,170,152,149,17,59.54,9,4,19
2019-09-04 20:00:00,189.6,168,154,158,20,59.6,9,4,20
2019-09-04 21:00:00,186.3,168,154,158,22,59.6,9,4,21
2019-09-04 22:00:00,187.7,168,150,148,20,59.66,9,4,22
2019-09-04 23:00:00,188.9,164,148,153,17,59.63,9,4,23
2019-09-05 00:00:00,180.8,164,145,144,19,59.6,9,5,0
2019-09-05 01:00:00,175.4,163,144,144,12,59.6,9,5,1
2019-09-05 02:00:00,174.4,163,145,148,11,59.6,9,5,2
2019-09-05 03:00:00,180.8,162,146,158,7,59.57,9,5,3
2019-09-05 04:00:00,182,162,146,158,7,59.54,9,5,4
2019-09-05 05:00:00,181.4,162,146,158,4,59.54,9,5,5
2019-09-05 06:00:00,180.3,162,148,163,5,59.57,9,5,6
2019-09-05 07:00:00,218.3,163,150,163,11,59.6,9,5,7
2019-09-05 08:00:00,232.1,168,150,148,18,59.66,9,5,8
2019-09-05 09:00:00,227.8,170,150,144,21,59.66,9,5,9
2019-09-05 10:00:00,227.4,174,150,136,17,59.66,9,5,10
2019-09-05 11:00:00,235.2,178,148,124,15,59.66,9,5,11
2019-09-05 12:00:00,231.9,180,150,124,16,59.6,9,5,12
2019-09-05 13:00:00,232.3,178,146,121,15,59.54,9,5,13
2019-09-05 14:00:00,235.9,180,146,118,11,59.54,9,5,14
2019-09-05 15:00:00,236.8,180,148,121,15,59.48,9,5,15
2019-09-05 16:00:00,230.6,178,145,117,12,59.48,9,5,16
2019-09-05 17:00:00,231,176,148,128,15,59.48,9,5,17
2019-09-05 18:00:00,205.6,174,146,128,18,59.51,9,5,18
2019-09-05 19:00:00,190.7,170,152,149,17,59.54,9,5,19
2019-09-05 20:00:00,191,168,154,158,20,59.6,9,5,20
2019-09-05 21:00:00,185.8,168,154,158,22,59.6,9,5,21
2019-09-05 22:00:00,187.5,168,150,148,20,59.66,9,5,22
2019-09-05 23:00:00,187,164,148,153,17,59.63,9,5,23
2019-09-06 00:00:00,175.6,164,145,144,19,59.6,9,6,0
2019-09-06 01:00:00,170.4,163,144,144,12,59.6,9,6,1
2019-09-06 02:00:00,169.3,163,145,148,11,59.6,9,6,2
2019-09-06 03:00:00,174.7,162,146,158,7,59.57,9,6,3
2019-09-06 04:00:00,171.5,162,146,158,7,59.54,9,6,4
2019-09-06 05:00:00,171.6,162,146,158,4,59.54,9,6,5
2019-09-06 06:00:00,171.9,162,148,163,5,59.57,9,6,6
2019-09-06 07:00:00,209.9,163,150,163,11,59.6,9,6,7
2019-09-06 08:00:00,225.5,168,150,148,18,59.66,9,6,8
2019-09-06 09:00:00,220.7,170,150,144,21,59.66,9,6,9
2019-09-06 10:00:00,224.9,174,150,136,17,59.66,9,6,10
2019-09-06 11:00:00,226.5,178,148,124,15,59.66,9,6,11
2019-09-06 12:00:00,225.9,180,150,124,16,59.6,9,6,12
2019-09-06 13:00:00,226.6,178,146,121,15,59.54,9,6,13
2019-09-06 14:00:00,230.8,180,146,118,11,59.54,9,6,14
2019-09-06 15:00:00,232,180,148,121,15,59.48,9,6,15
2019-09-06 16:00:00,229.4,178,145,117,12,59.48,9,6,16
2019-09-06 17:00:00,226.3,176,148,128,15,59.48,9,6,17
2019-09-06 18:00:00,188.4,174,146,128,18,59.51,9,6,18
2019-09-06 19:00:00,197.3,170,152,149,17,59.54,9,6,19
2019-09-06 20:00:00,191.7,168,154,158,20,59.6,9,6,20
2019-09-06 21:00:00,187.5,168,154,158,22,59.6,9,6,21
2019-09-06 22:00:00,190.2,168,150,148,20,59.66,9,6,22
2019-09-06 23:00:00,189.9,164,148,153,17,59.63,9,6,23
2019-09-07 00:00:00,177.1,164,145,144,19,59.6,9,7,0
2019-09-07 01:00:00,172.3,163,144,144,12,59.6,9,7,1
2019-09-07 02:00:00,170.4,163,145,148,11,59.6,9,7,2
2019-09-07 03:00:00,175.1,162,146,158,7,59.57,9,7,3
2019-09-07 04:00:00,178.4,162,146,158,7,59.54,9,7,4
2019-09-07 05:00:00,172.6,162,146,158,4,59.54,9,7,5
2019-09-07 06:00:00,171.7,162,148,163,5,59.57,9,7,6
2019-09-07 07:00:00,196.5,163,150,163,11,59.6,9,7,7
2019-09-07 08:00:00,214.7,168,150,148,18,59.66,9,7,8
2019-09-07 09:00:00,188.8,170,150,144,21,59.66,9,7,9
2019-09-07 10:00:00,216.3,174,150,136,17,59.66,9,7,10
2019-09-07 11:00:00,214.6,178,148,124,15,59.66,9,7,11
2019-09-07 12:00:00,210.5,180,150,124,16,59.6,9,7,12
2019-09-07 13:00:00,209.4,178,146,121,15,59.54,9,7,13
2019-09-07 14:00:00,208.2,180,146,118,11,59.54,9,7,14
2019-09-07 15:00:00,207.8,180,148,121,15,59.48,9,7,15
2019-09-07 16:00:00,206.7,178,145,117,12,59.48,9,7,16
2019-09-07 17:00:00,202.6,176,148,128,15,59.48,9,7,17
2019-09-07 18:00:00,204.9,174,146,128,18,59.51,9,7,18
2019-09-07 19:00:00,191.6,170,152,149,17,59.54,9,7,19
2019-09-07 20:00:00,182,168,154,158,20,59.6,9,7,20
2019-09-07 21:00:00,172.7,168,154,158,22,59.6,9,7,21
2019-09-07 22:00:00,173.7,168,150,148,20,59.66,9,7,22
2019-09-07 23:00:00,176.1,164,148,153,17,59.63,9,7,23
2019-09-08 00:00:00,166.2,164,145,144,19,59.6,9,8,0
2019-09-08 01:00:00,161.7,163,144,144,12,59.6,9,8,1
2019-09-08 02:00:00,161.8,163,145,148,11,59.6,9,8,2
2019-09-08 03:00:00,168.1,162,146,158,7,59.57,9,8,3
2019-09-08 04:00:00,171.9,162,146,158,7,59.54,9,8,4
2019-09-08 05:00:00,166.8,162,146,158,4,59.54,9,8,5
2019-09-08 06:00:00,166.7,162,148,163,5,59.57,9,8,6
2019-09-08 07:00:00,183.3,163,150,163,11,59.6,9,8,7
2019-09-08 08:00:00,187,168,150,148,18,59.66,9,8,8
2019-09-08 09:00:00,193,170,150,144,21,59.66,9,8,9
2019-09-08 10:00:00,195.2,174,150,136,17,59.66,9,8,10
2019-09-08 11:00:00,195.5,178,148,124,15,59.66,9,8,11
2019-09-08 12:00:00,196.7,180,150,124,16,59.6,9,8,12
2019-09-08 13:00:00,198.3,178,146,121,15,59.54,9,8,13
2019-09-08 14:00:00,195.7,180,146,118,11,59.54,9,8,14
2019-09-08 15:00:00,190.6,180,148,121,15,59.48,9,8,15
2019-09-08 16:00:00,188.4,178,145,117,12,59.48,9,8,16
2019-09-08 17:00:00,190.4,176,148,128,15,59.48,9,8,17
2019-09-08 18:00:00,186.8,174,146,128,18,59.51,9,8,18
2019-09-08 19:00:00,180.1,170,152,149,17,59.54,9,8,19
2019-09-08 20:00:00,180.8,168,154,158,20,59.6,9,8,20
2019-09-08 21:00:00,179.2,168,154,158,22,59.6,9,8,21
2019-09-08 22:00:00,181.1,168,150,148,20,59.66,9,8,22
2019-09-08 23:00:00,182,164,148,153,17,59.63,9,8,23
2019-09-09 00:00:00,170.3,164,145,144,19,59.6,9,9,0
2019-09-09 01:00:00,166.6,163,144,144,12,59.6,9,9,1
2019-09-09 02:00:00,166.7,163,145,148,11,59.6,9,9,2
2019-09-09 03:00:00,169.1,162,146,158,7,59.57,9,9,3
2019-09-09 04:00:00,170.7,162,146,158,7,59.54,9,9,4
2019-09-09 05:00:00,171.1,162,146,158,4,59.54,9,9,5
2019-09-09 06:00:00,176,162,148,163,5,59.57,9,9,6
2019-09-09 07:00:00,223.7,163,150,163,11,59.6,9,9,7
2019-09-09 08:00:00,234.7,168,150,148,18,59.66,9,9,8
2019-09-09 09:00:00,223.8,170,150,144,21,59.66,9,9,9
2019-09-09 10:00:00,225.7,174,150,136,17,59.66,9,9,10
2019-09-09 11:00:00,226,178,148,124,15,59.66,9,9,11
2019-09-09 12:00:00,229.8,180,150,124,16,59.6,9,9,12
2019-09-09 13:00:00,232.8,178,146,121,15,59.54,9,9,13
2019-09-09 14:00:00,233.5,180,146,118,11,59.54,9,9,14
2019-09-09 15:00:00,234.5,180,148,121,15,59.48,9,9,15
2019-09-09 16:00:00,231.3,178,145,117,12,59.48,9,9,16
2019-09-09 17:00:00,230.2,176,148,128,15,59.48,9,9,17
2019-09-09 18:00:00,221.6,174,146,128,18,59.51,9,9,18
2019-09-09 19:00:00,179.3,170,152,149,17,59.54,9,9,19
2019-09-09 20:00:00,184.7,168,154,158,20,59.6,9,9,20
2019-09-09 21:00:00,189.5,168,154,158,22,59.6,9,9,21
2019-09-09 22:00:00,194.2,168,150,148,20,59.66,9,9,22
2019-09-09 23:00:00,193.7,164,152,163,17,59.69,9,9,23
2019-09-10 00:00:00,179.1,164,154,168,16,59.72,9,10,0
2019-09-10 01:00:00,172.2,164,154,168,19,59.66,9,10,1
2019-09-10 02:00:00,171.6,164,150,158,22,59.66,9,10,2
2019-09-10 03:00:00,178,164,152,163,19,59.63,9,10,3
2019-09-10 04:00:00,180.1,163,150,163,19,59.63,9,10,4
2019-09-10 05:00:00,180.8,163,150,163,19,59.66,9,10,5
2019-09-10 06:00:00,179.3,164,150,158,21,59.72,9,10,6
2019-09-10 07:00:00,213.7,164,154,168,20,59.72,9,10,7
2019-09-10 08:00:00,233.5,166,154,163,20,59.78,9,10,8
2019-09-10 09:00:00,227.3,168,154,158,22,59.78,9,10,9
2019-09-10 10:00:00,228.3,172,154,148,18,59.78,9,10,10
2019-09-10 11:00:00,231.4,176,154,140,22,59.75,9,10,11
2019-09-10 12:00:00,231.1,178,154,136,25,59.72,9,10,12
2019-09-10 13:00:00,229.5,180,146,118,17,59.66,9,10,13
2019-09-10 14:00:00,231.3,182,140,98,21,59.6,9,10,14
2019-09-10 15:00:00,225.3,181,145,111,20,59.54,9,10,15
2019-09-10 16:00:00,201.4,178,150,128,28,59.54,9,10,16
2019-09-10 17:00:00,225.8,174,154,144,27,59.57,9,10,17
2019-09-10 18:00:00,219.5,172,154,148,25,59.63,9,10,18
2019-09-10 19:00:00,187.7,168,150,148,21,59.66,9,10,19
2019-09-10 20:00:00,186,168,150,148,25,59.72,9,10,20
2019-09-10 21:00:00,180.6,168,146,140,19,59.75,9,10,21
2019-09-10 22:00:00,181.3,164,146,148,18,59.78,9,10,22
2019-09-10 23:00:00,183.5,164,150,158,16,59.78,9,10,23
2019-09-11 00:00:00,173.1,164,150,158,15,59.78,9,11,0
2019-09-11 01:00:00,165.5,164,152,163,16,59.75,9,11,1
2019-09-11 02:00:00,164.6,162,150,168,14,59.72,9,11,2
2019-09-11 03:00:00,172,162,150,168,12,59.72,9,11,3
2019-09-11 04:00:00,176.5,162,150,168,12,59.72,9,11,4
2019-09-11 05:00:00,177.8,162,150,168,14,59.75,9,11,5
2019-09-11 06:00:00,177.5,162,150,168,10,59.78,9,11,6
2019-09-11 07:00:00,213.8,164,150,158,14,59.81,9,11,7
2019-09-11 08:00:00,239.6,168,150,148,16,59.84,9,11,8
2019-09-11 09:00:00,225.4,172,150,140,18,59.9,9,11,9
2019-09-11 10:00:00,228.5,176,148,128,18,59.9,9,11,10
2019-09-11 11:00:00,229.4,178,146,121,19,59.84,9,11,11
2019-09-11 12:00:00,225.8,181,150,121,17,59.78,9,11,12
2019-09-11 13:00:00,228.1,182,146,110,15,59.72,9,11,13
2019-09-11 14:00:00,227.6,181,145,110,16,59.66,9,11,14
2019-09-11 15:00:00,225.2,180,150,125,30,59.6,9,11,15
2019-09-11 16:00:00,197,176,150,132,27,59.6,9,11,16
2019-09-11 17:00:00,205.8,172,146,132,20,59.6,9,11,17
2019-09-11 18:00:00,203.2,172,145,128,18,59.6,9,11,18
2019-09-11 19:00:00,184.9,170,148,140,15,59.66,9,11,19
2019-09-11 20:00:00,184.3,168,150,148,16,59.72,9,11,20
2019-09-11 21:00:00,183.8,166,152,158,16,59.72,9,11,21
2019-09-11 22:00:00,184,166,152,158,16,59.72,9,11,22
2019-09-11 23:00:00,186.4,164,152,163,16,59.78,9,11,23
2019-09-12 00:00:00,174.3,164,150,158,15,59.78,9,12,0
2019-09-12 01:00:00,168.2,164,152,163,16,59.75,9,12,1
2019-09-12 02:00:00,167.3,162,150,168,14,59.72,9,12,2
2019-09-12 03:00:00,173.3,162,150,168,12,59.72,9,12,3
2019-09-12 04:00:00,175.9,162,150,168,12,59.72,9,12,4
2019-09-12 05:00:00,176.3,162,150,168,14,59.75,9,12,5
2019-09-12 06:00:00,170.1,162,150,168,10,59.78,9,12,6
2019-09-12 07:00:00,200.6,164,150,158,14,59.81,9,12,7
2019-09-12 08:00:00,224.6,168,150,148,16,59.84,9,12,8
2019-09-12 09:00:00,220.3,172,150,140,18,59.9,9,12,9
2019-09-12 10:00:00,209.8,176,148,128,18,59.9,9,12,10
2019-09-12 11:00:00,225.9,178,146,121,19,59.84,9,12,11
2019-09-12 12:00:00,227.5,181,150,121,17,59.78,9,12,12
2019-09-12 13:00:00,229.2,182,146,110,15,59.72,9,12,13
2019-09-12 14:00:00,232.6,181,145,110,16,59.66,9,12,14
2019-09-12 15:00:00,228.7,180,150,125,30,59.6,9,12,15
2019-09-12 16:00:00,226.7,176,150,132,27,59.6,9,12,16
2019-09-12 17:00:00,224.9,172,146,132,20,59.6,9,12,17
2019-09-12 18:00:00,215.6,172,145,128,18,59.6,9,12,18
2019-09-12 19:00:00,178.1,170,148,140,15,59.66,9,12,19
2019-09-12 20:00:00,183.2,168,150,148,16,59.72,9,12,20
2019-09-12 21:00:00,182.9,166,152,158,16,59.72,9,12,21
2019-09-12 22:00:00,185.5,166,152,158,16,59.72,9,12,22
2019-09-12 23:00:00,187,164,154,168,11,59.78,9,12,23
2019-09-13 00:00:00,174.8,164,154,168,12,59.72,9,13,0
2019-09-13 01:00:00,169.2,164,154,168,14,59.72,9,13,1
2019-09-13 02:00:00,168.2,164,154,168,8,59.72,9,13,2
2019-09-13 03:00:00,174.2,163,154,173,10,59.72,9,13,3
2019-09-13 04:00:00,176.4,162,154,178,12,59.69,9,13,4
2019-09-13 05:00:00,179.3,162,154,178,11,59.66,9,13,5
2019-09-13 06:00:00,180.1,163,154,173,12,59.72,9,13,6
2019-09-13 07:00:00,207.6,164,154,168,11,59.75,9,13,7
2019-09-13 08:00:00,229.2,166,150,153,15,59.78,9,13,8
2019-09-13 09:00:00,221.8,170,150,144,14,59.84,9,13,9
2019-09-13 10:00:00,223.2,172,150,140,15,59.81,9,13,10
2019-09-13 11:00:00,227,176,150,132,14,59.78,9,13,11
2019-09-13 12:00:00,228,178,150,128,12,59.75,9,13,12
2019-09-13 13:00:00,225.8,180,146,118,14,59.69,9,13,13
2019-09-13 14:00:00,227.7,180,145,114,13,59.63,9,13,14
2019-09-13 15:00:00,225.4,180,142,107,16,59.57,9,13,15
2019-09-13 16:00:00,224.4,180,144,110,14,59.54,9,13,16
2019-09-13 17:00:00,226,176,146,124,13,59.54,9,13,17
2019-09-13 18:00:00,220.5,172,152,144,22,59.57,9,13,18
2019-09-13 19:00:00,185.1,168,152,153,24,59.63,9,13,19
2019-09-13 20:00:00,182.8,168,152,153,24,59.69,9,13,20
2019-09-13 21:00:00,181.1,168,154,158,20,59.72,9,13,21
2019-09-13 22:00:00,186,168,154,158,20,59.75,9,13,22
2019-09-13 23:00:00,187.8,164,152,163,22,59.75,9,13,23
2019-09-14 00:00:00,173.9,164,150,158,15,59.72,9,14,0
2019-09-14 01:00:00,169.3,164,150,158,14,59.69,9,14,1
2019-09-14 02:00:00,167.6,164,150,158,16,59.63,9,14,2
2019-09-14 03:00:00,173.8,164,150,158,17,59.6,9,14,3
2019-09-14 04:00:00,177.2,163,150,163,9,59.66,9,14,4
2019-09-14 05:00:00,170.8,162,150,168,4,59.66,9,14,5
2019-09-14 06:00:00,169.8,162,150,168,6,59.66,9,14,6
2019-09-14 07:00:00,191.9,164,150,158,18,59.69,9,14,7
2019-09-14 08:00:00,205,164,150,158,17,59.78,9,14,8
2019-09-14 09:00:00,199.1,166,152,158,11,59.78,9,14,9
2019-09-14 10:00:00,206,168,150,148,17,59.78,9,14,10
2019-09-14 11:00:00,206,170,150,144,11,59.78,9,14,11
2019-09-14 12:00:00,206.1,172,152,144,16,59.72,9,14,12
2019-09-14 13:00:00,205.4,172,150,140,18,59.66,9,14,13
2019-09-14 14:00:00,205.5,172,150,140,17,59.6,9,14,14
2019-09-14 15:00:00,204.8,172,154,148,17,59.57,9,14,15
2019-09-14 16:00:00,203.1,172,150,140,20,59.54,9,14,16
2019-09-14 17:00:00,200.5,172,150,140,17,59.54,9,14,17
2019-09-14 18:00:00,198,168,150,148,16,59.57,9,14,18
2019-09-14 19:00:00,167.3,168,154,158,14,59.6,9,14,19
2019-09-14 20:00:00,161.1,168,154,158,14,59.66,9,14,20
2019-09-14 21:00:00,0,0,0,0,0,0,9,14,21
2019-09-14 22:00:00,121.6,82,75,79,8,29.86,9,14,22
2019-09-14 23:00:00,196.1,164,150,158,15,59.72,9,14,23
2019-09-15 00:00:00,174,164,150,158,13,59.69,9,15,0
2019-09-15 01:00:00,172.1,164,150,158,14,59.63,9,15,1
2019-09-15 02:00:00,170.1,164,150,158,17,59.6,9,15,2
2019-09-15 03:00:00,174.2,162,150,168,16,59.6,9,15,3
2019-09-15 04:00:00,177.1,164,150,158,17,59.6,9,15,4
2019-09-15 05:00:00,171.4,164,150,158,18,59.6,9,15,5
2019-09-15 06:00:00,171.6,164,150,158,17,59.6,9,15,6
2019-09-15 07:00:00,185.2,164,150,158,17,59.66,9,15,7
2019-09-15 08:00:00,177.9,168,150,148,22,59.69,9,15,8
2019-09-15 09:00:00,198.2,168,150,148,21,59.72,9,15,9
2019-09-15 10:00:00,195.9,172,143,124,23,59.72,9,15,10
2019-09-15 11:00:00,193.6,174,142,117,25,59.66,9,15,11
2019-09-15 12:00:00,192.9,176,142,113,21,59.63,9,15,12
2019-09-15 13:00:00,193.6,178,144,113,24,59.57,9,15,13
2019-09-15 14:00:00,195.2,176,144,116,22,59.54,9,15,14
2019-09-15 15:00:00,193.8,176,144,116,26,59.48,9,15,15
2019-09-15 16:00:00,192.6,172,144,124,24,59.48,9,15,16
2019-09-15 17:00:00,191,172,144,124,22,59.48,9,15,17
2019-09-15 18:00:00,189.6,168,146,140,25,59.51,9,15,18
2019-09-15 19:00:00,182.6,168,146,140,24,59.54,9,15,19
2019-09-15 20:00:00,180.2,164,146,148,20,59.6,9,15,20
2019-09-15 21:00:00,179.8,164,146,148,17,59.66,9,15,21
2019-09-15 22:00:00,186,164,148,153,17,59.66,9,15,22
2019-09-15 23:00:00,187.4,164,146,148,15,59.66,9,15,23
2019-09-16 00:00:00,174,164,146,148,14,59.66,9,16,0
2019-09-16 01:00:00,167.9,163,146,153,13,59.6,9,16,1
2019-09-16 02:00:00,166.8,162,148,163,13,59.57,9,16,2
2019-09-16 03:00:00,172,162,146,158,15,59.54,9,16,3
2019-09-16 04:00:00,174.7,162,148,163,16,59.54,9,16,4
2019-09-16 05:00:00,174,162,146,158,15,59.54,9,16,5
2019-09-16 06:00:00,177.4,162,150,168,15,59.57,9,16,6
2019-09-16 07:00:00,214.2,163,150,163,18,59.6,9,16,7
2019-09-16 08:00:00,209.7,164,146,148,21,59.66,9,16,8
2019-09-16 09:00:00,212.1,166,146,144,18,59.72,9,16,9
2019-09-16 10:00:00,218.6,170,146,136,17,59.72,9,16,10
2019-09-16 11:00:00,218.7,174,144,120,17,59.66,9,16,11
2019-09-16 12:00:00,217.2,176,145,120,15,59.6,9,16,12
2019-09-16 13:00:00,222.2,176,146,124,14,59.57,9,16,13
2019-09-16 14:00:00,228.4,176,146,125,16,59.51,9,16,14
2019-09-16 15:00:00,212.8,180,138,101,15,59.48,9,16,15
2019-09-16 16:00:00,215.2,180,136,98,12,59.42,9,16,16
2019-09-16 17:00:00,196.5,176,138,107,11,59.42,9,16,17
2019-09-16 18:00:00,222.3,174,144,120,11,59.45,9,16,18
2019-09-16 19:00:00,185.2,168,143,132,6,59.48,9,16,19
2019-09-16 20:00:00,184.6,168,148,144,14,59.54,9,16,20
2019-09-16 21:00:00,186.5,168,152,153,17,59.57,9,16,21
2019-09-16 22:00:00,190.4,164,152,163,17,59.6,9,16,22
2019-09-16 23:00:00,189.1,164,154,168,19,59.63,9,16,23
2019-09-17 00:00:00,179.2,164,152,163,18,59.6,9,17,0
2019-09-17 01:00:00,174.4,164,150,158,16,59.6,9,17,1
2019-09-17 02:00:00,173.5,162,150,168,18,59.54,9,17,2
2019-09-17 03:00:00,177,162,150,168,13,59.54,9,17,3
2019-09-17 04:00:00,178.9,162,150,168,15,59.6,9,17,4
2019-09-17 05:00:00,178.2,162,150,168,16,59.6,9,17,5
2019-09-17 06:00:00,177.2,162,152,173,15,59.63,9,17,6
2019-09-17 07:00:00,212.4,164,150,158,15,59.66,9,17,7
2019-09-17 08:00:00,202,166,150,153,16,59.72,9,17,8
2019-09-17 09:00:00,224.3,168,150,148,17,59.72,9,17,9
2019-09-17 10:00:00,230.2,172,148,136,17,59.72,9,17,10
2019-09-17 11:00:00,230.1,178,150,128,18,59.69,9,17,11
2019-09-17 12:00:00,229.9,178,146,121,13,59.66,9,17,12
2019-09-17 13:00:00,230.4,178,146,121,16,59.6,9,17,13
2019-09-17 14:00:00,232.6,180,146,118,12,59.51,9,17,14
2019-09-17 15:00:00,233.1,180,145,114,16,59.48,9,17,15
2019-09-17 16:00:00,231.2,180,150,124,22,59.48,9,17,16
2019-09-17 17:00:00,202.6,174,152,140,19,59.48,9,17,17
2019-09-17 18:00:00,198.3,172,152,144,17,59.51,9,17,18
2019-09-17 19:00:00,199.5,168,154,158,19,59.54,9,17,19
2019-09-17 20:00:00,188.3,168,154,158,22,59.6,9,17,20
2019-09-17 21:00:00,185.5,168,154,158,22,59.63,9,17,21
2019-09-17 22:00:00,188.4,168,152,153,17,59.66,9,17,22
2019-09-17 23:00:00,187.1,164,154,168,19,59.69,9,17,23
2019-09-18 00:00:00,177,164,154,168,18,59.66,9,18,0
2019-09-18 01:00:00,173,164,154,168,18,59.66,9,18,1
2019-09-18 02:00:00,172.6,164,154,168,18,59.6,9,18,2
2019-09-18 03:00:00,178.8,164,154,168,17,59.6,9,18,3
2019-09-18 04:00:00,181.5,164,154,168,21,59.6,9,18,4
2019-09-18 05:00:00,181.6,164,154,168,18,59.6,9,18,5
2019-09-18 06:00:00,180.8,164,154,168,19,59.63,9,18,6
2019-09-18 07:00:00,219.2,164,154,168,20,59.69,9,18,7
2019-09-18 08:00:00,243.3,168,154,158,19,59.72,9,18,8
2019-09-18 09:00:00,229.8,170,154,153,22,59.72,9,18,9
2019-09-18 10:00:00,231.8,174,152,140,25,59.72,9,18,10
2019-09-18 11:00:00,233.1,176,150,132,27,59.69,9,18,11
2019-09-18 12:00:00,235.9,180,148,121,28,59.66,9,18,12
2019-09-18 13:00:00,234.5,180,150,124,24,59.63,9,18,13
2019-09-18 14:00:00,234.6,180,148,121,28,59.6,9,18,14
2019-09-18 15:00:00,234.2,180,150,124,31,59.54,9,18,15
2019-09-18 16:00:00,233.2,176,150,132,29,59.54,9,18,16
2019-09-18 17:00:00,230.8,172,150,140,26,59.54,9,18,17
2019-09-18 18:00:00,220.2,172,146,132,28,59.6,9,18,18
2019-09-18 19:00:00,187.6,168,148,144,25,59.63,9,18,19
2019-09-18 20:00:00,188.3,168,150,148,23,59.66,9,18,20
2019-09-18 21:00:00,182.5,168,150,148,24,59.69,9,18,21
2019-09-18 22:00:00,185.1,166,150,153,20,59.72,9,18,22
2019-09-18 23:00:00,189.9,164,150,158,19,59.72,9,18,23
2019-09-19 00:00:00,177.3,164,150,158,16,59.72,9,19,0
2019-09-19 01:00:00,171.5,164,150,158,14,59.66,9,19,1
2019-09-19 02:00:00,170.3,164,150,158,15,59.63,9,19,2
2019-09-19 03:00:00,177.7,163,150,163,15,59.6,9,19,3
2019-09-19 04:00:00,181,164,150,158,17,59.63,9,19,4
2019-09-19 05:00:00,181.4,164,154,168,17,59.66,9,19,5
2019-09-19 06:00:00,181.3,164,154,168,18,59.69,9,19,6
2019-09-19 07:00:00,215.4,164,154,168,21,59.72,9,19,7
2019-09-19 08:00:00,235.2,168,154,158,25,59.75,9,19,8
2019-09-19 09:00:00,224.4,170,154,153,27,59.78,9,19,9
2019-09-19 10:00:00,224.7,174,152,140,23,59.78,9,19,10
2019-09-19 11:00:00,222.7,176,150,132,28,59.72,9,19,11
2019-09-19 12:00:00,223.3,181,145,111,26,59.69,9,19,12
2019-09-19 13:00:00,219.6,180,138,101,33,59.63,9,19,13
2019-09-19 14:00:00,219.3,181,140,101,35,59.6,9,19,14
2019-09-19 15:00:00,220.2,178,142,110,34,59.54,9,19,15
2019-09-19 16:00:00,219,178,142,110,31,59.54,9,19,16
2019-09-19 17:00:00,217.7,176,144,116,27,59.54,9,19,17
2019-09-19 18:00:00,212.7,172,142,120,26,59.57,9,19,18
2019-09-19 19:00:00,184.3,170,145,132,26,59.6,9,19,19
2019-09-19 20:00:00,182.5,168,150,148,22,59.63,9,19,20
2019-09-19 21:00:00,176.9,164,150,158,23,59.66,9,19,21
2019-09-19 22:00:00,178.5,164,150,158,18,59.66,9,19,22
2019-09-19 23:00:00,178.3,164,150,158,19,59.66,9,19,23
2019-09-20 00:00:00,173.7,164,150,158,15,59.66,9,20,0
2019-09-20 01:00:00,166.1,164,150,158,15,59.66,9,20,1
2019-09-20 02:00:00,172.1,164,146,148,16,59.6,9,20,2
2019-09-20 03:00:00,176.1,163,150,163,15,59.6,9,20,3
2019-09-20 04:00:00,178.1,162,150,168,18,59.6,9,20,4
2019-09-20 05:00:00,183.1,162,150,168,18,59.6,9,20,5
